YearWeek,pro_R,pro_D,era,arms_race_index,ari_rolling,Cycle
2003-24,11592762.7998,3442959.4562999997,pre_CU,0.2969921420594751,0.5298930925394555,2004
2003-25,16539996.072600001,5269976.7393,pre_CU,0.3186201929050148,0.5326822987623939,2004
2003-26,21306790.759800002,10543772.0115,pre_CU,0.49485500328811455,0.4073020130296865,2004
2003-27,6895565.995499999,836941.4781,pre_CU,0.12137386236984497,0.3079603001556123,2004
2003-28,4352101.6812,1133704.5993,pre_CU,0.26049588965196346,0.29883623705373447,2004
2003-29,5854280.5503,1338999.4527,pre_CU,0.2287214357418152,0.27636154776293453,2004
2003-30,5047284.4968,2010278.5521,pre_CU,0.3982891301995212,0.25222007949078623,2004
2003-31,3426179.8935,1251850.9730999998,pre_CU,0.36537806303602366,0.3132211296573309,2004
2003-32,5645779.994399999,1895089.7511,pre_CU,0.3356648245202121,0.332013363374393,2004
2003-33,4406455.4079,1717612.0688999998,pre_CU,0.38979449691482715,0.372281628667646,2004
2003-34,5907187.1313,2151369.4293,pre_CU,0.36419523903359846,0.36375815587616533,2004
2003-35,4064141.3358,1953734.9559,pre_CU,0.48072515064622373,0.39259492777871535,2004
2003-36,4998111.5184,2533119.4707,pre_CU,0.5068153164199314,0.4353825507536452,2004
2003-37,7769900.1197999995,4688507.2689,pre_CU,0.603419245628692,0.48878873793211136,2004
2003-38,8135218.6461000005,5660088.252,pre_CU,0.6957512143467011,0.5716777317603869,2004
2003-39,9844439.2683,12902539.5681,pre_CU,0.7629846214646929,0.6422425994650043,2004
2003-40,4501935.3834,1226723.2614,pre_CU,0.2724879761542781,0.5836607643985909,2004
2003-41,4103112.6864,2327038.5957,pre_CU,0.5671398212905782,0.5745909083140626,2004
2003-42,5007102.473099999,3185812.1568,pre_CU,0.6362586294000088,0.5597177620773894,2004
